hashtag,count,party
BidenCrisis,2,R
ElonMusk,2,R
WrongPriorities,2,R
JoeJobless,2,R
ERCOT,2,R
Amazon,2,R
JimmyCarter,2,R
GOPSenate,2,R
SpeakerNancyPelosi,2,R
HoustonConsulate,2,R
Unconstitutional,2,R
SenateGOP,2,R
Alamo,2,R
TrueBlue,2,R
Kenya,2,R
Savings,2,R
GOPTaxcuts,2,R
Sham,2,R
Growth,2,R
FedEx,2,R
GoAggies,2,R
Inspiring,2,R
FiscalSummit,2,R
VarneyCo,2,R
HouseDems,2,R
SecureBorderNow,2,R
DEMOCRATS,2,R
democrats,2,R
LetThemLive,2,R
HR425,2,R
sherrod,2,R
TeaParty,2,R
Shumer,2,R
Schumershutdown,2,R
NancyPelosi,2,R
Grateful,2,R
TaxReformIsWorking,2,R
TexasRangers,2,R
shsu,2,R
PancreaticCancerAwarenessMonth,2,R
EconomicDeniers,2,R
WorldAlzheimersDay2021,2,R
ProstateCancer,2,R
closetheborder,2,R
smdsymposium2021,2,R
SMD2021,2,R
SupportIsrael,2,R
BackontheBooks,2,R
NewYorkTimes,2,R
RoarLions,2,R
Connecticut,2,R
virus,2,R
IowaCaucuses,2,R
IllegalAlien,2,R
Budget2019,2,R
GreenRawDeal,2,R
MicahsLaw,2,R
HR3697,2,R
FTF2017,2,R
VerifyFirstAct,2,R
CFIUS,2,R
VeteransDay2016,2,R
JourneyToMars,2,R
VirtualReality,2,R
DST,2,R
NeverGiveUp,2,R
GameOn,2,R
LetsRoll,2,R
NoAid2Egypt,2,R
OnlyInWashington,2,R
NO,2,R
NoBudgetNoPayAct,2,R
JobsNow,2,R
SpeakingOut,2,R
oilspill,2,R
FoxAcrossAmerica,2,R
DomesticTerrorism,2,R
Bejing2022,2,R
YaniRosenthal,2,R
NineIsFine,2,R
BetterBeforeBiden,2,R
NOBANAct,2,R
BigTechReckoning,2,R
Russiagate,2,R
CongressGetBacktoWork,2,R
StopTheFullCut,2,R
NationalHorseDay,2,R
PresidentialTurkeys,2,R
lasvegas,2,R
IndianaBicentennial,2,R
SigntheBill,2,R
cures2015,2,R
Curesin4Words,2,R
Access2CRT,2,R
OET2015,2,R
INGOP,2,R
HealthyIndiana,2,R
PearlHarbor81,2,R
SupplyChains,2,R
ParentsRights,2,R
DontFenceDC,2,R
EndEarmarks,2,R
DontFencetheCapitol,2,R
NoMoreLockdowns,2,R
HealthySkiesAct,2,R
CommunityPolicingAct,2,R
ChristmasDay,2,R
NewUScitizen,2,R
GetLibraryCarded,2,R
hurricaneflorence,2,R
appstate,2,R
GoMountaineers,2,R
AndrewBrunson,2,R
regtech,2,R
Pray4Unity,2,R
GSO,2,R
CancelAugustRecess,2,R
115Congress,2,R
TennesseeStatehoodDay,2,R
RefillPPP,2,R
DiscoveryImpact,2,R
OpioidCrisisAwarenessWeek,2,R
FormulaShortage,2,R
PARENTAct,2,R
StudentDebt,2,R
nationaldogday,2,R
BidensGasCrisis,2,R
babyformulashortage,2,R
maskmandate,2,R
PutinIsaWarCriminal,2,R
alzheimersawareness,2,R
DoctorInTheHouse,2,R
vaccinemandates,2,R
donateblood,2,R
MeanGreen,2,R
NationalPharmacistDay,2,R
FlatTax,2,R
SocialistSpendingScam,2,R
demsindisarray,2,R
AbortionOnDemand,2,R
NCEW21,2,R
WeekInWashington,2,R
FreeCuba,2,R
COVID19Vaccines,2,R
COVID19vaccines,2,R
HolocaustRemebranceDay,2,R
GoMeanGreen,2,R
BorderSecurityISNationalSecurity,2,R
texasindependenceday,2,R
SheThinks,2,R
WorldHeartDay,2,R
AxeALS,2,R
WorldPneumoniaDay,2,R
CuresForAll,2,R
DERA,2,R
NoEnergyWeek,2,R
ADA29,2,R
boondoggle,2,R
LARams,2,R
HolyFloodWatch,2,R
JLAB2018,2,R
ALSAdvocacy,2,R
MayTheFourthBeWithYou,2,R
TorontoStrong,2,R
USA3,2,R
ThisTeam,2,R
CanyonFire,2,R
Raqqa,2,R
FY2018,2,R
NuclearWaste,2,R
MakeItMandatory,2,R
GNV,2,R
GatorDay,2,R
BrokenPromisesBiden,2,R
Fred,2,R
HRDerby,2,R
GirlsOnTheHill,2,R
GilchristStrong,2,R
FloridaAg,2,R
StandWithMMM,2,R
IronBowl,2,R
BeatLSU,2,R
CRUISE,2,R
TX06,2,R
ThanksToTheADA,2,R
DawgNation,2,R
cervicalcancer,2,R
CL2021,2,R
GoldStarMothersandFamilysDay,2,R
GOPDoctorsCaucus,2,R
GA1,2,R
politicsoverprogress,2,R
WearPinkForWendy,2,R
NationalEntrepreneurshipMonth,2,R
GACL17,2,R
GeorgiaGrown,2,R
valentines,2,R
WayneCounty,2,R
art,2,R
Inflationistaxation,2,R
texasforever,2,R
AfghanAllies,2,R
Teacher,2,R
CedarPark,2,R
Independence,2,R
Backtheblue,2,R
Republic,2,R
Temple,2,R
ViolenceAgainstWomenAct,2,R
Soldiers,2,R
WilCo,2,R
NationalNightOut2019,2,R
Teachers,2,R
CTVHCS,2,R
MilitarySpouse,2,R
GoCru,2,R
Salado,2,R
FuturesCommand,2,R
patriotism,2,R
Manufacturers,2,R
HippoNation,2,R
payraise,2,R
FirstTeam,2,R
independenceday,2,R
NationalBestFriendsDay,2,R
ArmedForcesDay2017,2,R
Aggies,2,R
jinglebells,2,R
FasterCareforVets,2,R
POLICEAct,2,R
Rotary,2,R
AmateurRadio,2,R
WilcoFightsOverdose,2,R
StrengthentheShield,2,R
beaglegate,2,R
CU2021,2,R
CuomoLiedPeopleDied,2,R
WheresJoe,2,R
NationalTrailsDay,2,R
FlippyFauci,2,R
PublicServiceWeek,2,R
RepublicDay,2,R
crudeoil,2,R
BringDannyHome,2,R
prescriptiondrugs,2,R
Philippines,2,R
HKIA,2,R
Kazakhstan,2,R
WorldHealthDay2021,2,R
autismspeaks,2,R
Delivery,2,R
ResponsibleRestart,2,R
GigEconomy,2,R
HR33,2,R
ShimonPeres,2,R
Tribe,2,R
WomenInBiz,2,R
GoReds,2,R
DOL,2,R
DreamSmallBiz,2,R
OverridetheVeto,2,R
WMHomecoming,2,R
EMV,2,R
LA2015,2,R
GirlsCountAct,2,R
museumsadvocacy,2,R
LaurenHill,2,R
StoriesFromOhio,2,R
RT,2,R
solutions,2,R
growth,2,R
oh01,2,R
TaxDayIn3Words,2,R
hottestcollegeinamerica,2,R
StopIRS,2,R
WashingtonMonument,2,R
NACoLeg,2,R
WorkingForWyoming,2,R
Dukes,2,R
BidenBoondoggle,2,R
RiseWithUs,2,R
SocialismKills,2,R
LawEnforcementDay,2,R
NamasteTrump,2,R
GA09,2,R
ReinstateTitle42,2,R
BORDERCRISIS,2,R
WorldAlzDay,2,R
NationalSuicideHotline,2,R
MilitarySpousesAppreciationDay,2,R
YouthArtMonth,2,R
NatBookFest,2,R
WW1,2,R
SilentCrisis,2,R
NMAM,2,R
GlobalAcceptAbilityGala2018,2,R
OpioidAwareChat,2,R
MagnaCarta,2,R
DDay71,2,R
dayofprayer,2,R
HR351,2,R
MooreStrong,2,R
USAFA,2,R
HelpTheHomeless,2,R
ClimateSolutions,2,R
baseball,2,R
NoPelosiPayoffs,2,R
Unity,2,R
FreedomOfSpeech,2,R
PeaceAccord,2,R
HowlYes,2,R
USPSHoax,2,R
EndTheHoax,2,R
AgInAmerica,2,R
QasemSoleimani,2,R
AFB100,2,R
K9,2,R
alBaghdadi,2,R
EndTheSchiffShow,2,R
TotalSchiffShow,2,R
MeanMachine,2,R
PassUSMCA,2,R
CancelStudentDebt,2,R
NationalIcedTeaDay,2,R
StopHumanTrafficking,2,R
JohnnyCash,2,R
OutOfControlOpposition,2,R
OutOfControlResistance,2,R
14thAmendment,2,R
TeamAR,2,R
TextMe,2,R
Ballin,2,R
SteelTariff,2,R
AmericaSteelStrong,2,R
NoRewardForDesertion,2,R
taxrefrom,2,R
GMO,2,R
PawsforCelebration,2,R
patriayvida,2,R
HerestheTruth,2,R
merica,2,R
NationalSockDay,2,R
happybirthdayutah,2,R
CurtisLovesTownHalls,2,R
GiveThanks,2,R
DealWithTheDebtToday,2,R
impeachment101,2,R
RightToTryAct,2,R
TheHillYoungAmerica,2,R
HR962,2,R
StoppingBadRobocalls,2,R
utppol,2,R
AskMeAnything,2,R
PrimeDay,2,R
ThaiCaveRescue,2,R
JusticeForJosh,2,R
iRememberBy,2,R
NationalPark,2,R
Provo,2,R
JoeMustGo,2,R
Repeal16A,2,R
DefeatMarxism,2,R
FactCheck,2,R
NotTheBee,2,R
SoundMoneyCaucus,2,R
Baylor,2,R
DefundMandates,2,R
SayNoToVaccinePassports,2,R
mandates,2,R
hope,2,R
monetary,2,R
Stablecoins,2,R
prayer,2,R
DigitalDollar,2,R
vaccinepassports,2,R
NoVaccineMandates,2,R
NaturalImmunity,2,R
SelectiveService,2,R
BeautifulOhio,2,R
ItsYourData,2,R
Buckeye,2,R
GME,2,R
COVIDfacts,2,R
EndEndlessWars,2,R
OhioDay,2,R
BadNews,2,R
ConstitutionDay2020,2,R
Article1,2,R
StateofCongress,2,R
Passover2020,2,R
IloveNickelback,2,R
CRNAWeek,2,R
ForwardWithSupport,2,R
STLBlues,2,R
FutureOfWork,2,R
4PRIA4,2,R
MLKJrDay,2,R
SamJohnson,2,R
UnemploymentRate,2,R
LockHerUp,2,R
OpenPolyTrade,2,R
TNO4,2,R
SuperTalk,2,R
DontThinkSo,2,R
YouDidBuildThat,2,R
Volunteers,2,R
AmericanHero,2,R
MS13,2,R
Ocare,2,R
BacktheBadge,2,R
PhotoOfTheMonth,2,R
ObamaAdministration,2,R
PROMESA,2,R
MTSU,2,R
LouDobbsTonight,2,R
AffordableCareAct,2,R
HolderResignation,2,R
ObamaCareinThreeWords,2,R
closethegap,2,R
TD9,2,R
CumbreAmericas,2,R
Ucrania,2,R
FREEDOM,2,R
soscuba,2,R
HendryCounty,2,R
antisemitism,2,R
CNE,2,R
DEDVenezuela,2,R
DED,2,R
Venezuelans,2,R
TPSVenezuela,2,R
Venezolanos,2,R
SMARTPlan,2,R
Floridians,2,R
IndependeceDay,2,R
WorldsAhead,2,R
SOUTHCOM,2,R
JoséDanielFerrer,2,R
OscarEliasBiscet,2,R
PortMiami,2,R
XiomaraCruz,2,R
MuslimBrotherhood,2,R
RégimendeOrtega,2,R
Vzla,2,R
JIATFS,2,R
FreeVenezuela,2,R
IrlandaJerez,2,R
Pulse,2,R
HappyMothersDay2019,2,R
VenezuelaLibre,2,R
TitleIII,2,R
EEUU,2,R
RegimenDeMaduro,2,R
ULTIMAHORA,2,R
DiosdadoCabello,2,R
DerechosHumanos,2,R
23FAvalanchaHumanitaria,2,R
23F,2,R
EstamosUnidosVe,2,R
DiaDeLaJuventud,2,R
Clewiston,2,R
SOSVzla,2,R
pearlharbor,2,R
NICAAct,2,R
FernandoAlban,2,R
Honduras,2,R
LaBelle,2,R
13demarzo,2,R
NatSec,2,R
GeauxScalise,2,R
RxTakeBack,2,R
fl25,2,R
NelsonMandelaDay,2,R
BreakTheStigma,2,R
NationalSpecialEducationDay,2,R
ElectionDay2021,2,R
InFAKEstructure,2,R
JackieRobinsonDay,2,R
BidenEnergyFailure,2,R
MedicalFreedom,2,R
EconomicCrisis,2,R
GoGOP,2,R
ThankADoctor,2,R
ChamberOfSecrets,2,R
witchhunt,2,R
termlimits,2,R
CongressionalBaseball,2,R
wrapped,2,R
850strong,2,R
TropicalStormFred,2,R
ALLIESAct,2,R
NationalSuperheroDay,2,R
minimumwage,2,R
DemsAreGoingPostal,2,R
hurricaneseason,2,R
IPABRepeal,2,R
MarketingForTheNow,2,R
WEAAD,2,R
MHM2021,2,R
NDFW,2,R
Cryptocurrency,2,R
SaferInternetDay,2,R
sexualassault,2,R
FinCEN,2,R
sanctityoflife,2,R
backtonormal,2,R
117th,2,R
medicalinnovation,2,R
DrugFree,2,R
NationalBullyingPreventionMonth,2,R
CyberSmart,2,R
FGM,2,R
AtomicVeterans,2,R
centuryfarms,2,R
WorldHumanitarianDay,2,R
Farmfest,2,R
AFFlyover,2,R
SpiritOfEnterprise,2,R
NurseAppreciationDay,2,R
RareDiseaseWeek,2,R
policyfellows,2,R
AirCapitaloftheWorld,2,R
SECUREact,2,R
ICT,2,R
DoNothingGovernment,2,R
FathersDay2021,2,R
BadBilloftheWeek,2,R
CIA,2,R
DemSpendingSpree,2,R
IowaNice,2,R
NothingCompares,2,R
FieldOfDreams,2,R
RenewableEnergy,2,R
NationalEggMonth,2,R
StandUpForLife,2,R
FirePelosi,2,R
GAFIRST,2,R
ReadtheBill,2,R
GAwx,2,R
LungCancerAwareness,2,R
SpringInternships,2,R
cattle,2,R
G7,2,R
Act10,2,R
ProUnionBosses,2,R
BackTheBadge,2,R
StudentSuccess,2,R
OwnTheFuture,2,R
HOPE,2,R
WisconsinTaxTips,2,R
PDMP,2,R
Watertown,2,R
GoRedWearRed,2,R
BigBundleUp,2,R
MyVetBiz,2,R
DoseofReality,2,R
righttowork,2,R
madeinwis,2,R
econdev,2,R
wipolitics,2,R
WICabinet,2,R
WKOW,2,R
RingTheBell,2,R
WorldAlzheimersMonth,2,R
KeystoneState,2,R
TreeOfLife,2,R
CBG21,2,R
FreeTibet,2,R
Pride2021,2,R
WearOrange,2,R
ReaffirmGFA,2,R
BucksCoTakeBack2021,2,R
NationalEpilepsyAwarenessMonth,2,R
Armenia,2,R
IamVanessaGuillén,2,R
RestaurantsActNow,2,R
UkraineIndependenceDay,2,R
NationalPostalWorkerDay,2,R
NationalNurseAppreciationWeek,2,R
InternationalFireFightersDay,2,R
Apollo13,2,R
CODVID19,2,R
NationalChildHealthDay,2,R
Doylestown,2,R
NoLabels,2,R
CSeducation,2,R
immigrationreform,2,R
Tennessean,2,R
nationalparks,2,R
GoMocs,2,R
OakRidge,2,R
TaxReform2,2,R
Chickamauga,2,R
FY19,2,R
Annapolis,2,R
HR146,2,R
enditmovement,2,R
passed,2,R
MexicoCityearthquake,2,R
HR4820,2,R
ChickamaugaLock,2,R
NuclearCleanupCaucus,2,R
MFGDay15,2,R
GoNeers,2,R
bdsmovement,2,R
HRes183,2,R
LipSyncChallenge,2,R
HR184,2,R
NationalParkServiceLegacyAct,2,R
GOLD2017,2,R
whyCTE,2,R
HigherEd,2,R
HolidayforHeroes,2,R
howabillbecomesalaw,2,R
JDRFGovDay,2,R
ipackedashoebox,2,R
TeacherInCongress,2,R
overreach,2,R
StopTheTaxHike,2,R
OPEN,2,R
TeamFranklin,2,R
TheNationalPulse,2,R
ScaffoldCommander,2,R
GreenRealDeal,2,R
ConfirmationHearing,2,R
Forward,2,R
GoneButNotForgotten,2,R
ReadAcrossAmericaWeek,2,R
InagurationDay,2,R
NationalRedCrossMonth,2,R
Hypocrites,2,R
oh07,2,R
PromiseMadePromiseKept,2,R
openskies,2,R
Commerce,2,R
InstagramTakeover,2,R
FMCSA,2,R
2016WPC,2,R
lastSOTU,2,R
railroad,2,R
DGA2015,2,R
FAAReAuth,2,R
OSU,2,R
OhioMuseumsMatter,2,R
driverlesscar,2,R
chdaware,2,R
Ohio7,2,R
GoEagles,2,R
bostonmarathon,2,R
agripower,2,R
stopthetaxhike,2,R
YouDidntBuildThat,2,R
MedDevice,2,R
WHChat,2,R
ExposeWaste,2,R
KeepFamiliesFarming,2,R
OHGOP,2,R
LieOfTheYear,2,R
WhostheGrinchNow,2,R
ReidRoadBlock,2,R
jobcreators,2,R
Regs,2,R
HR872,2,R
PERÚ,2,R
PawsUp,2,R
FreedomWeek,2,R
BayOfPigs,2,R
FreedomForce,2,R
Myanmar,2,R
SanIsidro,2,R
BidenGestapo,2,R
FBIWhistleblowers,2,R
StarWitness,2,R
GunGrab,2,R
BigGuy,2,R
gohmerthour,2,R
SaveTheRepublic,2,R
VoterFraud,2,R
GodBlessOurVeterans,2,R
ImpeachingHearing,2,R
McCabe,2,R
ETX,2,R
borderfunding,2,R
Muellerinvestigation,2,R
wall,2,R
borderwallfunding,2,R
borderpatrol,2,R
RushLimbaugh,2,R
LisaPage,2,R
nationalnursesweek,2,R
PaulRyan,2,R
DemMemo,2,R
HappyNewYear2018,2,R
taxbill,2,R
taxplan,2,R
GOPtaxreform,2,R
ImranAwan,2,R
homecoming,2,R
SAVESAct,2,R
Kilgore,2,R
CBOSCORE,2,R
comeysmemos,2,R
ProtestPP,2,R
refugee,2,R
InauguralBall,2,R
AmericanJobs,2,R
UnitedforUvalde,2,R
FL9,2,R
lightitupblue,2,R
ColonCancerAwarenessMonth,2,R
RemembertheAlamo,2,R
JuntosPerseveramos,2,R
CCP100,2,R
flagday2021,2,R
LouGehrigDay,2,R
NationalChildAbusePreventionMonth,2,R
EIPbyNov21,2,R
OperationAutumnHope,2,R
Parma,2,R
NorthOlmsted,2,R
WayneCountyAirport,2,R
Brunswick,2,R
RockyRiver,2,R
DCFlyIn,2,R
mailbag,2,R
FridayMotivation,2,R
mothersday,2,R
ICORPS,2,R
NationalRumDay,2,R
NationalKoreanWarVeteransArmisticeDay,2,R
WorldDownSyndromeDay2022,2,R
WCPIGala,2,R
Ciales,2,R
HR4406,2,R
HerQuarter,2,R
HR1667,2,R
NATOPA,2,R
HR5061,2,R
FundaciónLuisAFerré,2,R
Yauco,2,R
Culebra,2,R
HR49,2,R
POWADA,2,R
Loiza,2,R
flu,2,R
AutismCARESAct,2,R
RealID,2,R
COVID19Update,2,R
RobertoClemente,2,R
equality,2,R
BancodeAlimentos,2,R
DefendStudentsCivilRights,2,R
ProtectOurPolice,2,R
BidenBailOutBill,2,R
gdevent,2,R
hashtag,2,R
Defund,2,R
StopTheCensorship,2,R
TruckersForFreedom2022,2,R
GosarGrindset,2,R
Augusta,2,R
MichaelFlynn,2,R
NotMyPresident,2,R
ElectionResults2020,2,R
AmyComeyBarrett,2,R
Prescott,2,R
GrandCanyon,2,R
SuspendH1B,2,R
MadeInChina,2,R
TexasVeterans,2,R
HRes186,2,R
Weatherford,2,R
WiseCounty,2,R
WorldAIDSDay2020,2,R
EMSWeek2020,2,R
TexasBizStrong,2,R
USSFortWorth,2,R
casework,2,R
GlobalEntrepreneurshipWeek,2,R
GoRedForWomen,2,R
NationalSpiritof45,2,R
Malala,2,R
monumentsmen,2,R
NYMeeting,2,R
Cosponsor,2,R
FW,2,R
TCU,2,R
Israeli,2,R
CityofFortWorth,2,R
Jordan,2,R
GOPWomen,2,R
GOPwomen,2,R
Azerbaijan,2,R
Osama,2,R
ifgovernmentshutsdown,2,R
tx,2,R
ImNotBuyingIt,2,R
cityoffortworth,2,R
Startups,2,R
stem,2,R
LAED,2,R
NationalAgday,2,R
back2biz,2,R
FranceTruckAttack,2,R
NoBailout,2,R
groundbreaking,2,R
D,2,R
VAreform,2,R
traffic,2,R
MOLeg,2,R
MOGov,2,R
SUPPORTact,2,R
EthiopianAirlineCrash,2,R
IranNukeDeal,2,R
heartdisease,2,R
waters,2,R
hearing,2,R
Entrepreneur,2,R
AmericaGivesMore,2,R
Accounting,2,R
state,2,R
states,2,R
SHOP,2,R
Consumer,2,R
Waters,2,R
Aviation,2,R
Businesses,2,R
StacksofBills,2,R
Business,2,R
smallBiz,2,R
MI,2,R
TeamGreen,2,R
K2,2,R
cancelculture,2,R
NATONazis,2,R
BigTechCensorship,2,R
RussiaUkraine,2,R
UkraineRussiaWar,2,R
PeopleOverPoliticians,2,R
VivaCubaLibre,2,R
ExpelMaxineWaters,2,R
BlueStateBailout,2,R
DEATakeBackDay,2,R
askmorgangriffith,2,R
CWC114,2,R
agischat,2,R
Crossfire,2,R
Hokies,2,R
FightingNinth,2,R
cispa,2,R
Brownsville,2,R
ProLifeDayofSilentSolidarity,2,R
Beechwood,2,R
Valders,2,R
Mishicot,2,R
Reedsville,2,R
UnitedStatesMarineCorps,2,R
Brandon,2,R
MedicalAssistantDay,2,R
WildRose,2,R
ElkhartLake,2,R
CedarGrove,2,R
Lodi,2,R
Horicon,2,R
Kewaunee,2,R
Johnsonville,2,R
Algoma,2,R
Packers,2,R
TwoCreeks,2,R
NationalArtDay,2,R
NationalCheeseCurdDay,2,R
Hmong,2,R
ProLifeGeneration,2,R
Cascade,2,R
NationalLighthouseDay,2,R
NationalCornOnTheCobDay,2,R
MyWorkMyChoice,2,R
GolanHeights,2,R
StarsofLife,2,R
WorldHealthAssembly,2,R
protectlife,2,R
PostalService,2,R
farmtour,2,R
decoded,2,R
REBUILDAct,2,R
spectrum,2,R
WhatsNext,2,R
OpenOurSchools,2,R
PRICEAct,2,R
CFAP2,2,R
OnePillOnePrice,2,R
Farmfest2020,2,R
promisesmadepromiseskept,2,R
twitterfiles,2,R
MarylandDay,2,R
FrederickDouglass200,2,R
PrescriptionDrugTakeBackDay,2,R
GunsInAmerica,2,R
Ravens,2,R
immigrationcrisis,2,R
VAscandal,2,R
DCwatchlive,2,R
MinimumWage,2,R
RVA,2,R
SST113,2,R
RavensNation,2,R
TN225,2,R
goldstarspousesday,2,R
DisorderAtTheBorder,2,R
FamilyFriday,2,R
superbowl2020,2,R
IStand4Life,2,R
tractor,2,R
farming,2,R
MissouriRiver,2,R
navy,2,R
INEqualityAct,2,R
peacethroughstrength,2,R
cows,2,R
SuperBowl2019,2,R
MNF,2,R
BetterofNow,2,R
NIFLAvBecerra,2,R
countrymusic,2,R
wheat,2,R
ACLICapChallenge,2,R
MajorityRules,2,R
mo4,2,R
defundpp,2,R
nutrition,2,R
Playoffs,2,R
NationalTriviaDay,2,R
B2,2,R
WorldSoilDay,2,R
airforcebirthday,2,R
usma,2,R
TeslainTulsa,2,R
Infanticide,2,R
NM02,2,R
WCollegeCup,2,R
NOTForThePeopleAct,2,R
UnitedWeStand,2,R
Chehalis,2,R
SWWA,2,R
VladimirPutin,2,R
HR3755,2,R
HR3325,2,R
Dominion,2,R
PelosiMustGo,2,R
DefendthePolice,2,R
FISAReport,2,R
FISAreport,2,R
DemsGotNothing,2,R
GACL19,2,R
KellyanneConway,2,R
Masters,2,R
NationalPublicSchoolsWeek,2,R
FeedYourSoul,2,R
HR4712,2,R
HR3548,2,R
HR2825,2,R
Hog,2,R
VenCent2022,2,R
GoldenFleeceAward,2,R
OpenEnrollment,2,R
Mayflower,2,R
1stAmendment,2,R
DischargePetition,2,R
AlexeiNavalny,2,R
small,2,R
school,2,R
Benton,2,R
public,2,R
workers,2,R
financial,2,R
VanBuren,2,R
YomHashoa,2,R
Perry,2,R
FutureLeadersCouncil,2,R
GlobalEntrepreneurshipWeek2019,2,R
FinTechTaskForce,2,R
MoonLanding50,2,R
DyslexiaCaucus,2,R
DDAY75,2,R
fosteryouth,2,R
CSM19,2,R
Concordia19,2,R
InternationalForestDay,2,R
NationalReadingMonth,2,R
Securetheborder,2,R
SevereWeatherAwarenessWeek,2,R
UyghurForcedLabor,2,R
studentsoversubways,2,R
gold2019,2,R
nationalschoolchoiceweek,2,R
summer,2,R
AprilFoolsDay,2,R
cfg21,2,R
WorldWarII,2,R
nc08,2,R
militaryfamilies,2,R
covid_19,2,R
ConsumerProtection,2,R
HR2339,2,R
drugprices,2,R
counterterrorism,2,R
PREVENTS,2,R
concealedcarryreciprocity,2,R
ThousandOaks,2,R
PastorAndrewBrunson,2,R
THEPLAYERS,2,R
NRAAM,2,R
ADUFA,2,R
Geaux,2,R
PetsforVets,2,R
BofA500,2,R
MexicoCity,2,R
AAW100,2,R
WellDeserved,2,R
FACEAct,2,R
theatre,2,R
GerberBaby,2,R
SpartanNash,2,R
Adoption,2,R
MHSAA,2,R
greatnews,2,R
Champions,2,R
GVSU,2,R
RealityCheck,2,R
MMA,2,R
FedReform,2,R
NAMICccp,2,R
ChallengeAccepted,2,R
A10,2,R
Detroit,2,R
TheRivalry,2,R
MarchForLife2015,2,R
AutoProm,2,R
WMEO15,2,R
Comeback,2,R
CoastGuardCityUSA,2,R
mlccchamberclassic,2,R
GER,2,R
NED,2,R
USAvsBEL,2,R
IBelieveThatWeWillWin,2,R
EaseTheSqueeze,2,R
KyDerby140,2,R
HireOurHeroes,2,R
TRIA,2,R
OpeningDayDET,2,R
Awesome,2,R
CongressionalSnowmobileTour2014,2,R
CongressionalSnowMobileTour2014,2,R
HR2274,2,R
GoDux,2,R
cancel,2,R
OperationLoneStar,2,R
DurhamReport,2,R
NationalSanctityofLifeDay,2,R
Bagram,2,R
Bidenspricehike,2,R
endthedigitaldivide,2,R
gobills,2,R
RussianAggression,2,R
NaturalGas,2,R
GasPrices,2,R
LightTheWorldInTeal,2,R
buildmoreinflationact,2,R
AfghanistanCrisis,2,R
WheresAdamSchiff,2,R
MSAwarenessWeek,2,R
HR5682,2,R
taxreformtuesday,2,R
b21raider,2,R
SDBizRecs,2,R
flyfightwin,2,R
OceanShippingReformAct,2,R
SDstrong,2,R
NativeAmerican,2,R
PorkPriorities,2,R
StrongerCAPTA,2,R
defendthedefenseless,2,R
madness,2,R
purpleheartday,2,R
Louisianastrong,2,R
ProudtobeanAmerican,2,R
FixtheImmigrationLoopholesAct,2,R
GreedyNewSteal,2,R
antiSemitism,2,R
BidenPutinSummit,2,R
OHSAA,2,R
RocketContest22,2,R
STOP,2,R
theHOPEAct,2,R
SafeBanking,2,R
ModernizeCongress,2,R
Moonshot4Kids,2,R
DIPG,2,R
morecures,2,R
apprenticeship,2,R
NationalWreathsAcrossAmericaDay,2,R
Apprenticeships,2,R
peaceofficersmemorialday,2,R
SmallBizRelief,2,R
PawsForLove,2,R
GoldenRetrieverDay,2,R
NEOH,2,R
H2Ohio,2,R
T1DChampions,2,R
CookieStrong,2,R
IndianCountry,2,R
Walk2EndALZ,2,R
ChildhoodCancerSTARAct,2,R
DontFryDay,2,R
WomenMakeHistory,2,R
FriendsOfIreland,2,R
TaxReformAndJobsAct,2,R
WalkForLife,2,R
greatlakes,2,R
StopOD,2,R
glri,2,R
MatchDay,2,R
ProblemSolvers,2,R
Plan2014,2,R
summerhunger,2,R
SaveFitzPatrick,2,R
smallbusinesssaturday,2,R
ThinkAboutEnergy,2,R
BegBackBetter,2,R
HappyInternationalWomensDay,2,R
GreatLakesWeek,2,R
masks,2,R
FlagDay2019,2,R
Crawford,2,R
KeepKidsFirst,2,R
ComprehensiveCare4Kids,2,R
AmericaIsWinningAgain,2,R
KORUS,2,R
WinterOlympics2018,2,R
PrayersAnswered,2,R
ParisAccord,2,R
HopeOnWheels,2,R
ICANN,2,R
NoBillNoBreak,2,R
RenewalAct,2,R
landmines,2,R
RetirementSecurity,2,R
reconciliation,2,R
SOARAct,2,R
HR3457,2,R
Propane,2,R
Tiananmen,2,R
MandatoryVoting,2,R
SaveAmericanWorkers,2,R
ThankAMiner,2,R
WTO,2,R
ResearchandDevelopment,2,R
HR4367,2,R
AmericaThatWorks,2,R
HR2575,2,R
FreeTrade,2,R
HeartlessHarry,2,R
RoK,2,R
PA3,2,R
VietnamWarVeterans,2,R
Patriots,2,R
MississippiProud,2,R
ToyotaMS,2,R
nomore,2,R
HurricaneFlorence2018,2,R
ReadABookDay,2,R
Corinth,2,R
Mantachie,2,R
MS,2,R
DDay72,2,R
NPW2016,2,R
NationalDayoftheHorse,2,R
BullyingPreventionMonth,2,R
NationalFamilyDay,2,R
FoodBankDay,2,R
RepealAB5,2,R
WomeninSTEM,2,R
TitansReachHigher,2,R
NationalGirlScoutDay,2,R
DelRio,2,R
PUMPAct,2,R
navybirthday,2,R
Industry,2,R
GirlScoutsDay,2,R
January6thHearings,2,R
MarsRover,2,R
nuclearenergy,2,R
restoreourgop,2,R
OpenIllinois,2,R
PinkOctober,2,R
Suicide,2,R
NWPAA,2,R
Pontiac,2,R
CincoDeMayo,2,R
domesticabuse,2,R
MENA,2,R
WorldChildrensDay,2,R
NationalTakeAHikeDay,2,R
DaBears,2,R
EquifaxBreach,2,R
teacheverygirl,2,R
TeamUS,2,R
USCP,2,R
DeKalb,2,R
